"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","seed"
"15",14,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",105.36,0.672598,47,281,92,189,92,92,0,92,92,189,97,92,92,1
"16",15,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",102.51,0.669039,47,281,93,188,93,93,0,93,93,189,96,92,92,1
"17",16,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",119.75,0.692029,47,276,85,191,85,85,0,85,85,191,106,85,85,1
"18",17,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",96.84,0.661972,47,284,96,188,96,96,0,96,96,188,92,96,96,1
"19",18,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",93.91,0.658451,47,284,97,187,97,97,0,97,97,188,91,96,96,1
"20",19,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",124.76,0.699634,47,273,82,191,82,82,0,82,82,192,110,81,81,1
"21",20,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",104.36,0.671429,47,280,92,188,92,92,0,92,92,189,97,91,91,1
"22",21,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",89.99,0.653846,47,286,99,187,99,99,0,99,99,187,88,99,99,1
"23",22,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",124.76,0.699634,47,273,82,191,82,82,0,82,82,191,109,82,82,1
"24",23,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",93.91,0.658451,47,284,97,187,97,97,0,97,97,188,91,96,96,1
"25",24,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",93.91,0.658451,47,284,97,187,97,97,0,97,97,187,90,97,97,1
"26",25,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",109,0.677419,47,279,90,189,90,90,0,90,90,189,99,90,90,1
"27",26,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",107.19,0.675,47,280,91,189,91,91,0,91,91,189,98,91,91,1
"28",27,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",100.64,0.666667,47,282,94,188,94,94,0,94,94,188,94,94,94,1
"29",28,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",99.64,0.66548,47,281,94,187,94,94,0,94,94,188,94,93,93,1
"30",29,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",95.84,0.660777,47,283,96,187,96,96,0,96,96,187,91,96,96,1
"31",30,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",113.56,0.683453,47,278,88,190,88,88,0,88,88,190,102,88,88,1
"32",31,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",113.56,0.683453,47,278,88,190,88,88,0,88,88,190,102,88,88,1
"33",32,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",104.36,0.671429,47,280,92,188,92,92,0,92,92,189,97,91,91,1
"34",33,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",96.84,0.661972,47,284,96,188,96,96,0,96,96,188,92,96,96,1
"35",34,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",101.51,0.667857,47,280,93,187,93,93,0,93,93,188,95,92,92,1
"36",35,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",110.79,0.679856,47,278,89,189,89,89,0,89,89,189,100,89,89,1
"37",36,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",117.04,0.688406,47,276,86,190,86,86,0,86,86,191,105,85,85,1
"38",37,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",79.91,0.642361,47,288,103,185,103,103,0,103,103,185,82,103,103,1
"39",38,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",73.64,0.635739,47,291,106,185,106,106,0,106,106,185,79,106,106,1
"40",39,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",106.19,0.673835,47,279,91,188,91,91,0,91,91,189,98,90,90,1
"41",40,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",110.79,0.679856,47,278,89,189,89,89,0,89,89,189,100,89,89,1
"42",41,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",100.64,0.666667,47,282,94,188,94,94,0,94,94,188,94,94,94,1
"43",42,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",110.79,0.679856,47,278,89,189,89,89,0,89,89,190,101,88,88,1
"44",43,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",104.36,0.671429,47,280,92,188,92,92,0,92,92,189,97,91,91,1
"45",44,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",100.64,0.666667,47,282,94,188,94,94,0,94,94,188,94,94,94,1
"46",45,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",109,0.677419,47,279,90,189,90,90,0,90,90,189,99,90,90,1
"47",46,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",89.99,0.653846,47,286,99,187,99,99,0,99,99,187,88,99,99,1
"48",47,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",87,0.65035,47,286,100,186,100,100,0,100,100,187,87,99,99,1
"49",48,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",106.19,0.673835,47,279,91,188,91,91,0,91,91,189,98,90,90,1
"50",49,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",87,0.65035,47,286,100,186,100,100,0,100,100,187,87,99,99,1
"51",50,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",108,0.676259,47,278,90,188,90,90,0,90,90,189,99,89,89,1
"52",51,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",109,0.677419,47,279,90,189,90,90,0,90,90,189,99,90,90,1
"53",52,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",101.51,0.667857,47,280,93,187,93,93,0,93,93,188,95,92,92,1
"54",53,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",108,0.676259,47,278,90,188,90,90,0,90,90,189,99,89,89,1
"55",54,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",84.99,0.648084,47,287,101,186,101,101,0,101,101,186,85,101,101,1
"56",55,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",97.75,0.663121,47,282,95,187,95,95,0,95,95,188,93,94,94,1
"57",56,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",87,0.65035,47,286,100,186,100,100,0,100,100,186,86,100,100,1
"58",57,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",105.36,0.672598,47,281,92,189,92,92,0,92,92,189,97,92,92,1
"59",58,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",106.19,0.673835,47,279,91,188,91,91,0,91,91,189,98,90,90,1
"60",59,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",95.84,0.660777,47,283,96,187,96,96,0,96,96,188,92,95,95,1
"61",60,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",110.79,0.679856,47,278,89,189,89,89,0,89,89,190,101,88,88,1
"62",61,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",109,0.677419,47,279,90,189,90,90,0,90,90,190,100,89,89,1
"63",62,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",109,0.677419,47,279,90,189,90,90,0,90,90,189,99,90,90,1
"64",63,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",87,0.65035,47,286,100,186,100,100,0,100,100,187,87,99,99,1
"65",64,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",120.44,0.693431,47,274,84,190,84,84,0,84,84,191,107,83,83,1
"66",65,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",88.99,0.652632,47,285,99,186,99,99,0,99,99,187,88,98,98,1
"67",66,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",107.19,0.675,47,280,91,189,91,91,0,91,91,189,98,91,91,1
"68",67,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",101.51,0.667857,47,280,93,187,93,93,0,93,93,188,95,92,92,1
"69",68,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",95.84,0.660777,47,283,96,187,96,96,0,96,96,187,91,96,96,1
"70",69,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",98.75,0.664311,47,283,95,188,95,95,0,95,95,188,93,95,95,1
"71",70,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",83.99,0.646853,47,286,101,185,101,101,0,101,101,186,85,100,100,1
"72",71,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",76.84,0.638889,47,288,104,184,104,104,0,104,104,185,81,103,103,1
"73",72,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",108,0.676259,47,278,90,188,90,90,0,90,90,189,99,89,89,1
"74",73,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",83.99,0.646853,47,286,101,185,101,101,0,101,101,186,85,100,100,1
"75",74,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",102.51,0.669039,47,281,93,188,93,93,0,93,93,188,95,93,93,1
"76",75,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",87,0.65035,47,286,100,186,100,100,0,100,100,187,87,99,99,1
"77",76,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",95.84,0.660777,47,283,96,187,96,96,0,96,96,188,92,95,95,1
"78",77,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",101.51,0.667857,47,280,93,187,93,93,0,93,93,188,95,92,92,1
"79",78,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",95.84,0.660777,47,283,96,187,96,96,0,96,96,187,91,96,96,1
"80",79,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",99.64,0.66548,47,281,94,187,94,94,0,94,94,188,94,93,93,1
"81",80,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",110.79,0.679856,47,278,89,189,89,89,0,89,89,189,100,89,89,1
"82",81,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",98.75,0.664311,47,283,95,188,95,95,0,95,95,188,93,95,95,1
"83",82,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",107.19,0.675,47,280,91,189,91,91,0,91,91,189,98,91,91,1
"84",83,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",108,0.676259,47,278,90,188,90,90,0,90,90,189,99,89,89,1
"85",84,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",95.84,0.660777,47,283,96,187,96,96,0,96,96,188,92,95,95,1
"86",85,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",95.84,0.660777,47,283,96,187,96,96,0,96,96,188,92,95,95,1
"87",86,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",99.64,0.66548,47,281,94,187,94,94,0,94,94,188,94,93,93,1
"88",87,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",102.51,0.669039,47,281,93,188,93,93,0,93,93,188,95,93,93,1
"89",88,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",105.36,0.672598,47,281,92,189,92,92,0,92,92,189,97,92,92,1
"90",89,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",92.91,0.657244,47,283,97,186,97,97,0,97,97,187,90,96,96,1
"91",90,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",100.64,0.666667,47,282,94,188,94,94,0,94,94,188,94,94,94,1
"92",91,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",93.91,0.658451,47,284,97,187,97,97,0,97,97,188,91,96,96,1
"93",92,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",102.51,0.669039,47,281,93,188,93,93,0,93,93,188,95,93,93,1
"94",93,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",98.75,0.664311,47,283,95,188,95,95,0,95,95,188,93,95,95,1
"95",94,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",90.96,0.65493,47,284,98,186,98,98,0,98,98,187,89,97,97,1
"96",95,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",99.64,0.66548,47,281,94,187,94,94,0,94,94,188,94,93,93,1
"97",96,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",117.04,0.688406,47,276,86,190,86,86,0,86,86,190,104,86,86,1
"98",97,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",99.64,0.66548,47,281,94,187,94,94,0,94,94,188,94,93,93,1
"99",98,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",92.91,0.657244,47,283,97,186,97,97,0,97,97,187,90,96,96,1
"100",99,"[47]gCHyjbavizshJGjhwvnmuqioiHJHoIGoKCnqdzBBsxgwAqq",117.04,0.688406,47,276,86,190,86,86,0,86,86,190,104,86,86,1
"101",0,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",110.84,0.677852,31,298,95,202,96,95,0,95,95,203,107,95,95,2
"102",1,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",113.75,0.681208,31,298,94,203,95,94,0,94,94,204,109,94,94,2
"103",2,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",126,0.695946,31,296,90,206,90,90,0,90,90,206,116,90,90,2
"104",3,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",106.96,0.673333,31,300,98,202,98,98,0,98,98,202,104,98,98,2
"105",4,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",119.51,0.687919,31,298,93,205,93,93,0,93,93,205,112,93,93,2
"106",5,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",90.84,0.655629,31,302,103,198,104,103,0,103,103,199,95,103,103,2
"107",6,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",99.99,0.665563,31,302,101,201,101,101,0,101,101,201,100,101,101,2
"108",7,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",95.96,0.66113,31,301,101,199,102,101,0,101,101,200,98,101,101,2
"109",8,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",113.75,0.681208,31,298,95,203,95,95,0,95,95,203,108,95,95,2
"110",9,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",127.79,0.698305,31,295,88,206,89,88,0,88,88,207,118,88,88,2
"111",10,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",113.75,0.681208,31,298,94,203,95,94,0,94,94,204,109,94,94,2
"112",11,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",111.84,0.67893,31,299,96,203,96,96,0,96,96,203,107,96,96,2
"113",12,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",113.75,0.681208,31,298,94,203,95,94,0,94,94,204,109,94,94,2
"114",13,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",90.84,0.655629,31,302,103,198,104,103,0,103,103,199,95,103,103,2
"115",14,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",75,0.639344,31,305,109,195,110,109,0,109,109,196,86,109,109,2
"116",15,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",113.75,0.681208,31,298,94,203,95,94,0,94,94,204,109,94,94,2
"117",16,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",79.19,0.643791,31,306,109,197,109,109,0,109,109,197,88,109,109,2
"118",17,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",101,0.666667,31,300,99,200,100,99,0,99,99,201,101,99,99,2
"119",18,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",108.91,0.675585,31,299,97,202,97,97,0,97,97,202,105,97,97,2
"120",19,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",95.96,0.66113,31,301,101,199,102,101,0,101,101,200,98,101,101,2
"121",20,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",113.75,0.681208,31,298,94,203,95,94,0,94,94,204,109,94,94,2
"122",21,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",93.91,0.65894,31,302,102,199,103,102,0,102,102,200,97,102,102,2
"123",22,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",102,0.667774,31,301,99,201,100,99,0,99,99,202,102,99,99,2
"124",23,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",64.04,0.628664,31,307,113,193,114,113,0,113,113,194,80,113,113,2
"125",24,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",113.75,0.681208,31,298,94,203,95,94,0,94,94,204,109,94,94,2
"126",25,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",83.51,0.648026,31,304,107,197,107,107,0,107,107,197,90,107,107,2
"127",26,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",102,0.667774,31,301,100,201,100,100,0,100,100,201,101,100,100,2
"128",27,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",139.44,0.713311,31,293,84,209,84,84,0,84,84,209,125,84,84,2
"129",28,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",113.75,0.681208,31,298,94,203,95,94,0,94,94,204,109,94,94,2
"130",29,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",103.99,0.67,31,300,98,201,99,98,0,98,98,202,103,98,98,2
"131",30,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",95.96,0.66113,31,301,101,199,102,101,0,101,101,200,98,101,101,2
"132",31,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",72.79,0.637255,31,306,110,195,111,110,0,110,110,196,85,110,110,2
"133",32,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",110.84,0.677852,31,298,95,202,96,95,0,95,95,203,107,95,95,2
"134",33,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",93.91,0.65894,31,302,103,199,103,103,0,103,103,199,96,103,103,2
"135",34,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",108.91,0.675585,31,299,96,202,97,96,0,96,96,203,106,96,96,2
"136",35,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",125,0.694915,31,295,89,205,90,89,0,89,89,206,116,89,89,2
"137",36,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",105.96,0.672241,31,299,97,201,98,97,0,97,97,202,104,97,97,2
"138",37,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",98.99,0.664452,31,301,100,200,101,100,0,100,100,201,100,100,100,2
"139",38,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",76,0.640523,31,306,109,196,110,109,0,109,109,197,87,109,109,2
"140",39,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",108.91,0.675585,31,299,96,202,97,96,0,96,96,203,106,96,96,2
"141",40,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",85.64,0.650165,31,303,105,197,106,105,0,105,105,198,92,105,105,2
"142",41,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",115.64,0.683502,31,297,93,203,94,93,0,93,93,204,110,93,93,2
"143",42,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",109.91,0.676667,31,300,97,203,97,97,0,97,97,203,106,97,97,2
"144",43,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",98.99,0.664452,31,301,100,200,101,100,0,100,100,201,100,100,100,2
"145",44,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",86.64,0.651316,31,304,106,198,106,106,0,106,106,198,92,106,106,2
"146",45,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",98.99,0.664452,31,301,101,200,101,101,0,101,101,200,99,101,101,2
"147",46,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",105.96,0.672241,31,299,97,201,98,97,0,97,97,202,104,97,97,2
"148",47,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",78.19,0.642623,31,305,109,196,109,109,0,109,109,196,87,109,109,2
"149",48,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",101,0.666667,31,300,99,200,100,99,0,99,99,201,101,99,99,2
"150",49,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",83.51,0.648026,31,304,106,197,107,106,0,106,106,198,91,106,106,2
"151",50,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",111.84,0.67893,31,299,95,203,96,95,0,95,95,204,108,95,95,2
"152",51,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",91.84,0.656766,31,303,104,199,104,104,0,104,104,199,95,104,104,2
"153",52,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",76,0.640523,31,306,110,196,110,110,0,110,110,196,86,110,110,2
"154",53,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",106.96,0.673333,31,300,98,202,98,98,0,98,98,202,104,98,98,2
"155",54,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",113.75,0.681208,31,298,95,203,95,95,0,95,95,203,108,95,95,2
"156",55,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",86.64,0.651316,31,304,105,198,106,105,0,105,105,199,93,105,105,2
"157",56,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",108.91,0.675585,31,299,97,202,97,97,0,97,97,202,105,97,97,2
"158",57,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",118.51,0.686869,31,297,92,204,93,92,0,92,92,205,112,92,92,2
"159",58,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",76,0.640523,31,306,110,196,110,110,0,110,110,196,86,110,110,2
"160",59,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",116.64,0.684564,31,298,93,204,94,93,0,93,93,205,111,93,93,2
"161",60,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",105.96,0.672241,31,299,97,201,98,97,0,97,97,202,104,97,97,2
"162",61,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",96.96,0.662252,31,302,102,200,102,102,0,102,102,200,98,102,102,2
"163",62,"[31]tpKutJGfHrqaIKqsnEsKGeHsmAscFqn",99.99,0.665563,31,302,101,201,101,101,0,101,101,201,100,101,101,2
